# Matter power spectrum P(k) at redshift z=25
# for k=1.045e-05 to 524.281 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.941172290505e-01       2.410153283706e+00 
       3.040271077652e-01       2.266222184001e+00 
       3.142982598020e-01       2.142508138504e+00 
       3.249519209717e-01       2.019915671421e+00 
       3.360122226787e-01       1.887789579328e+00 
       3.475067525160e-01       1.753496795964e+00 
       3.594672492775e-01       1.630706634569e+00 
       3.719304748414e-01       1.525350412825e+00 
       3.849393216975e-01       1.429355424520e+00 
       3.985442386824e-01       1.333022902697e+00 
       4.128050928237e-01       1.236192894523e+00 
       4.277936387405e-01       1.145857164892e+00 
       4.435968500146e-01       1.064152147159e+00 
       4.603214986711e-01       9.867693182639e-01 
       4.781005837816e-01       9.101629046230e-01 
       4.971025714789e-01       8.371266398270e-01 
       5.175450370439e-01       7.692377218195e-01 
       5.397154352866e-01       7.032012826921e-01 
       5.640038684867e-01       6.392562974926e-01 
       5.909569698624e-01       5.780694197950e-01 
       6.213709290002e-01       5.180442217360e-01 
       6.564615806496e-01       4.593058054298e-01 
       6.981970749488e-01       4.007879274132e-01 
       7.500004693443e-01       3.417778512101e-01 
       8.183532555073e-01       2.809823919021e-01 
       9.165842805078e-01       2.172365392459e-01 
       1.071902797289e+00       1.515549662100e-01 
       1.319165677141e+00       9.328384677501e-02 
       1.657963703239e+00       5.414517508638e-02 
       2.087200025899e+00       3.102180915495e-02 
       2.627628956069e+00       1.762630931828e-02 
       3.307988865458e+00       9.940515104915e-03 
       4.164511244658e+00       5.568125961572e-03 
       5.242809033602e+00       3.099756556040e-03 
       6.600305521586e+00       1.715893234162e-03 
       8.309292346729e+00       9.449440855101e-04 
       1.046077928932e+01       5.179184588711e-04 
       1.316934087450e+01       2.826270724863e-04 
       1.657921788349e+01       1.536038867020e-04 
       2.087199870120e+01       8.316811978550e-05 
       2.627628955987e+01       4.487138594686e-05 
       3.307988865458e+01       2.412851633605e-05 
       4.164511244658e+01       1.293276878116e-05 
       5.242809033602e+01       6.909979740768e-06 
       6.600305521586e+01       3.680110691591e-06 
       8.309292346729e+01       1.953270265952e-06 
       1.046077928932e+02       1.032752224442e-06 
       1.316934087450e+02       5.435548275436e-07 
       1.657921788349e+02       2.844450126372e-07 
       2.087199870120e+02       1.477385894452e-07 
       2.627628955987e+02       7.597261111143e-08 
       3.307988865458e+02       3.856823832012e-08 
       4.164511244658e+02       1.927924071672e-08 
       5.242809033602e+02       9.488091510033e-09 
